tsx,us,settlement_date,publish_date,si,si_prev,adv,dtc,change_pct,issue_name
SU.TO,SU,2018-09-14,2018-09-27,4183718,5006967,2995693,1.4,-16.44,"Suncor Energy, Inc."
SU.TO,SU,2018-09-28,2018-10-11,4607892,4183718,3495955,1.32,10.14,"Suncor Energy, Inc."
SU.TO,SU,2018-10-15,2018-10-26,4994628,4607892,4129499,1.21,8.39,"Suncor Energy, Inc."
SU.TO,SU,2018-10-31,2018-11-13,5254304,4994628,4346030,1.21,5.2,"Suncor Energy, Inc."
SU.TO,SU,2018-11-15,2018-11-28,6323363,5254304,4539052,1.39,20.35,"Suncor Energy, Inc."
SU.TO,SU,2018-11-30,2018-12-13,10610497,6323363,4999598,2.12,67.8,"Suncor Energy, Inc."
SU.TO,SU,2018-12-14,2018-12-27,12477077,10610497,5204097,2.4,17.59,"Suncor Energy, Inc."
SU.TO,SU,2018-12-31,2019-01-11,11241866,12477077,5251226,2.14,-9.9,"Suncor Energy, Inc."
SU.TO,SU,2019-01-15,2019-01-28,8689019,11241866,3758976,2.31,-22.71,"Suncor Energy, Inc."
SU.TO,SU,2019-01-31,2019-02-13,8509967,8689019,3815558,2.23,-2.06,"Suncor Energy, Inc."
SU.TO,SU,2019-02-15,2019-02-28,7779731,8509967,4081467,1.91,-8.58,"Suncor Energy, Inc."
SU.TO,SU,2019-02-28,2019-03-13,11368247,7779731,3302475,3.44,46.13,"Suncor Energy, Inc."
SU.TO,SU,2019-03-15,2019-03-28,10052672,11368247,3856968,2.61,-11.57,"Suncor Energy, Inc."
SU.TO,SU,2019-03-29,2019-04-11,7111113,10052672,3415316,2.08,-29.26,"Suncor Energy, Inc."
SU.TO,SU,2019-04-15,2019-04-26,6053629,7111113,2929368,2.07,-14.87,"Suncor Energy, Inc."
SU.TO,SU,2019-04-30,2019-05-13,5440479,6053629,2376811,2.29,-10.13,"Suncor Energy, Inc."
SU.TO,SU,2019-05-15,2019-05-28,6027259,5440479,2982448,2.02,10.79,"Suncor Energy, Inc."
SU.TO,SU,2019-05-31,2019-06-13,9962331,6027259,2851240,3.49,65.29,"Suncor Energy, Inc."
SU.TO,SU,2019-06-14,2019-06-27,8287671,9963531,3011872,2.75,-16.82,"Suncor Energy, Inc."
SU.TO,SU,2019-06-28,2019-07-11,3525083,8287671,3184859,1.11,-57.47,"Suncor Energy, Inc."
SU.TO,SU,2019-07-15,2019-07-26,4948175,3525083,2480271,2.0,40.37,"Suncor Energy, Inc."
SU.TO,SU,2019-07-31,2019-08-13,8809706,4948175,3201959,2.75,78.04,"Suncor Energy, Inc."
SU.TO,SU,2019-08-15,2019-08-28,13785519,8809706,5293737,2.6,56.48,"Suncor Energy, Inc."
SU.TO,SU,2019-08-30,2019-09-12,11562271,13785519,3387829,3.41,-16.13,"Suncor Energy, Inc."
SU.TO,SU,2019-09-13,2019-09-26,10768824,11562271,3024678,3.56,-6.86,"Suncor Energy, Inc."
SU.TO,SU,2019-09-30,2019-10-11,9252699,10768824,2681995,3.45,-14.08,"Suncor Energy, Inc."
SU.TO,SU,2019-10-15,2019-10-28,9639780,9252699,2669423,3.61,4.18,"Suncor Energy, Inc."
SU.TO,SU,2019-10-31,2019-11-13,9411207,9639780,2915304,3.23,-2.37,"Suncor Energy, Inc."
SU.TO,SU,2019-11-15,2019-11-28,9702358,9411207,3192655,3.04,3.09,"Suncor Energy, Inc."
SU.TO,SU,2019-11-29,2019-12-12,17013460,9702358,2638632,6.45,75.35,"Suncor Energy, Inc."
SU.TO,SU,2019-12-13,2019-12-26,9259021,17013460,2268586,4.08,-45.58,"Suncor Energy, Inc."
SU.TO,SU,2019-12-31,2020-01-13,8294351,9259021,2465193,3.36,-10.42,"Suncor Energy, Inc."
SU.TO,SU,2020-01-15,2020-01-28,9943493,8294351,3648719,2.73,19.88,"Suncor Energy, Inc."
SU.TO,SU,2020-01-31,2020-02-13,9291318,10202176,2970841,3.13,-8.93,"Suncor Energy, Inc."
SU.TO,SU,2020-02-14,2020-02-27,10548422,9291318,3759320,2.81,13.53,"Suncor Energy, Inc."
SU.TO,SU,2020-02-28,2020-03-12,14763605,10548422,5108987,2.89,39.96,"Suncor Energy, Inc."
SU.TO,SU,2020-03-13,2020-03-26,13390326,14763605,7218007,1.86,-9.3,"Suncor Energy, Inc."
SU.TO,SU,2020-03-31,2020-04-13,9246332,13390326,14595362,1.0,-30.95,"Suncor Energy, Inc."
SU.TO,SU,2020-04-15,2020-04-28,11480036,9246332,11017632,1.04,24.16,"Suncor Energy, Inc."
SU.TO,SU,2020-04-30,2020-05-13,9456453,11480036,7429017,1.27,-17.63,"Suncor Energy, Inc."
SU.TO,SU,2020-05-15,2020-05-28,7997637,10493576,7208494,1.11,-23.79,"Suncor Energy, Inc."
SU.TO,SU,2020-05-29,2020-06-11,7610560,7997637,4599785,1.65,-4.84,"Suncor Energy, Inc."
SU.TO,SU,2020-06-15,2020-06-26,6434670,7610560,5237122,1.23,-15.45,"Suncor Energy, Inc."
SU.TO,SU,2020-06-30,2020-07-13,8427354,6434670,4954061,1.7,30.97,"Suncor Energy, Inc."
SU.TO,SU,2020-07-15,2020-07-28,8593638,8427354,4022059,2.14,1.97,"Suncor Energy, Inc."
SU.TO,SU,2020-07-31,2020-08-13,9223661,8593638,4560618,2.02,7.33,"Suncor Energy, Inc."
SU.TO,SU,2020-08-14,2020-08-27,9650307,9223661,4354322,2.22,4.63,"Suncor Energy, Inc."
SU.TO,SU,2020-08-31,2020-09-11,9498672,9650307,3444377,2.76,-1.57,"Suncor Energy, Inc."
SU.TO,SU,2020-09-15,2020-09-28,12891328,9498672,7928067,1.63,35.72,"Suncor Energy, Inc."
SU.TO,SU,2020-09-30,2020-10-13,10513155,12891328,9036086,1.16,-18.45,"Suncor Energy, Inc."
SU.TO,SU,2020-10-15,2020-10-28,13096565,10513155,8516933,1.54,24.57,"Suncor Energy, Inc."
SU.TO,SU,2020-10-30,2020-11-12,12438590,13096565,7737064,1.61,-5.02,"Suncor Energy, Inc."
SU.TO,SU,2020-11-13,2020-11-26,12116296,12438590,7675172,1.58,-2.59,"Suncor Energy, Inc."
SU.TO,SU,2020-11-30,2020-12-11,11688499,12116296,6729370,1.74,-3.53,"Suncor Energy, Inc."
SU.TO,SU,2020-12-15,2020-12-28,12405903,11688499,7826831,1.59,6.14,"Suncor Energy, Inc."
SU.TO,SU,2020-12-31,2021-01-13,9176119,12405903,5012415,1.83,-26.03,"Suncor Energy, Inc."
SU.TO,SU,2021-01-15,2021-01-28,12208478,9176119,8074304,1.51,33.05,"Suncor Energy, Inc."
SU.TO,SU,2021-01-29,2021-02-11,11274440,12208478,6540919,1.72,-7.65,"Suncor Energy, Inc."
SU.TO,SU,2021-02-12,2021-02-25,12291865,11274440,9574142,1.28,9.02,"Suncor Energy, Inc."
SU.TO,SU,2021-02-26,2021-03-11,10107323,12291865,9803064,1.03,-17.77,"Suncor Energy, Inc."
SU.TO,SU,2021-03-15,2021-03-26,9836095,10107323,9923241,1.0,-2.68,"Suncor Energy, Inc."
SU.TO,SU,2021-03-31,2021-04-13,11941157,9836095,7605132,1.57,21.4,"Suncor Energy, Inc."
SU.TO,SU,2021-04-15,2021-04-28,9935467,11941157,5470081,1.82,-16.8,"Suncor Energy, Inc."
SU.TO,SU,2021-04-30,2021-05-13,8997209,9935467,5116985,1.76,-9.44,"Suncor Energy, Inc."
SU.TO,SU,2021-05-14,2021-05-27,9157150,8997209,6005749,1.52,1.78,"Suncor Energy, Inc."
SU.TO,SU,2021-05-28,2021-06-10,12366058,9157150,5309083,2.33,35.04,"Suncor Energy, Inc."
SU.TO,SU,2021-06-15,2021-06-28,9355530,12366058,7490965,1.25,-24.35,"Suncor Energy, Inc."
SU.TO,SU,2021-06-30,2021-07-13,12546133,9355530,5483915,2.29,34.1,"Suncor Energy, Inc."
SU.TO,SU,2021-07-15,2021-07-28,11081458,12546133,5531359,2.0,-11.67,"Suncor Energy, Inc."
SU.TO,SU,2021-07-30,2021-08-12,12718189,11081458,8606608,1.48,14.77,"Suncor Energy, Inc."
SU.TO,SU,2021-08-13,2021-08-26,12284614,12718189,5568175,2.21,-3.41,"Suncor Energy, Inc."
SU.TO,SU,2021-08-31,2021-09-13,18258870,12284614,7699791,2.37,48.63,"Suncor Energy, Inc."
SU.TO,SU,2021-09-15,2021-09-28,14776677,18258870,8668205,1.7,-19.07,"Suncor Energy, Inc."
SU.TO,SU,2021-09-30,2021-10-13,10994085,14776677,6713775,1.64,-25.6,"Suncor Energy, Inc."
SU.TO,SU,2021-10-15,2021-10-28,12836138,10994085,6896726,1.86,16.75,"Suncor Energy, Inc."
SU.TO,SU,2021-10-29,2021-11-11,9971014,12836138,9552310,1.04,-22.32,"Suncor Energy, Inc."
SU.TO,SU,2021-11-15,2021-11-26,5356192,9971014,7236018,1.0,-46.28,"Suncor Energy, Inc."
SU.TO,SU,2021-11-30,2021-12-13,7614857,5356192,7532475,1.01,42.17,"Suncor Energy, Inc."
SU.TO,SU,2021-12-15,2021-12-28,7633418,7614857,7929552,1.0,0.24,"Suncor Energy, Inc."
SU.TO,SU,2021-12-31,2022-01-13,12125875,7633418,4636177,2.62,58.85,"Suncor Energy, Inc."
SU.TO,SU,2022-01-14,2022-01-27,18445983,12125875,7504459,2.46,52.12,"Suncor Energy, Inc."
SU.TO,SU,2022-01-31,2022-02-11,19845338,18445983,9472533,2.1,7.59,"Suncor Energy, Inc."
SU.TO,SU,2022-02-15,2022-02-28,23053445,19845338,8787219,2.62,16.17,"Suncor Energy, Inc."
SU.TO,SU,2022-02-28,2022-03-11,60071595,23053445,8599969,6.99,160.58,"Suncor Energy, Inc."
SU.TO,SU,2022-03-15,2022-03-28,30958320,60071595,11357262,2.73,-48.46,"Suncor Energy, Inc."
SU.TO,SU,2022-03-31,2022-04-13,15855879,30958320,7460699,2.13,-48.78,"Suncor Energy, Inc."
SU.TO,SU,2022-04-14,2022-04-27,15711960,15855879,5587715,2.81,-0.91,"Suncor Energy, Inc."
SU.TO,SU,2022-04-29,2022-05-12,19933270,15711960,7669884,2.6,26.87,"Suncor Energy, Inc."
SU.TO,SU,2022-05-13,2022-05-26,19025584,19933270,9342531,2.04,-4.55,"Suncor Energy, Inc."
SU.TO,SU,2022-05-31,2022-06-13,31438588,19025584,7575631,4.15,65.24,"Suncor Energy, Inc."
SU.TO,SU,2022-06-15,2022-06-28,31916967,31438588,7308076,4.37,1.52,"Suncor Energy, Inc."
SU.TO,SU,2022-06-30,2022-07-13,10635427,31916967,9557747,1.11,-66.68,"Suncor Energy, Inc."
SU.TO,SU,2022-07-15,2022-07-28,14049926,10635427,9019129,1.56,32.1,"Suncor Energy, Inc."
SU.TO,SU,2022-07-29,2022-08-11,15112103,14049926,5551533,2.72,7.56,"Suncor Energy, Inc."
SU.TO,SU,2022-08-15,2022-08-26,31419860,15112103,6563935,4.79,107.91,"Suncor Energy, Inc."
SU.TO,SU,2022-08-31,2022-09-13,70048190,31419860,5055088,13.86,122.94,"Suncor Energy, Inc."
SU.TO,SU,2022-09-15,2022-09-28,60469703,70048190,4406874,13.72,-13.67,"Suncor Energy, Inc."
SU.TO,SU,2022-09-30,2022-10-13,25931145,60469703,5285422,4.91,-57.12,"Suncor Energy, Inc."
SU.TO,SU,2022-10-14,2022-10-27,24580875,25931145,5168416,4.76,-5.21,"Suncor Energy, Inc."
SU.TO,SU,2022-10-31,2022-11-11,15462221,24580875,4462469,3.46,-37.1,"Suncor Energy, Inc."
SU.TO,SU,2022-11-15,2022-11-28,28658992,15462221,5147749,5.57,85.35,"Suncor Energy, Inc."
SU.TO,SU,2022-11-30,2022-12-13,106453286,28658992,5339456,19.94,271.45,"Suncor Energy, Inc."
SU.TO,SU,2022-12-15,2022-12-28,76120246,106453286,7897425,9.64,-28.49,"Suncor Energy, Inc."
SU.TO,SU,2022-12-30,2023-01-12,47368555,76120246,3614653,13.1,-37.77,"Suncor Energy, Inc."
SU.TO,SU,2023-01-13,2023-01-26,31851188,47368555,4600637,6.92,-32.76,"Suncor Energy, Inc."
SU.TO,SU,2023-01-31,2023-02-13,9687846,31851188,3869525,2.5,-69.58,"Suncor Energy, Inc."
SU.TO,SU,2023-02-15,2023-02-28,54334961,9687846,3935620,13.81,460.86,"Suncor Energy, Inc."
SU.TO,SU,2023-02-28,2023-03-13,97198834,54333102,4568188,21.28,78.89,"Suncor Energy, Inc."
SU.TO,SU,2023-03-15,2023-03-28,37727271,97198834,5886131,6.41,-61.19,"Suncor Energy, Inc."
SU.TO,SU,2023-03-31,2023-04-13,18679104,37727271,4736463,3.94,-50.49,"Suncor Energy, Inc."
SU.TO,SU,2023-04-14,2023-04-27,15352563,18679104,4711810,3.26,-17.81,"Suncor Energy, Inc."
SU.TO,SU,2023-04-28,2023-05-11,17184711,15352563,4816780,3.57,11.93,"Suncor Energy, Inc."
SU.TO,SU,2023-05-15,2023-05-26,57774064,17184711,4368662,13.22,236.19,"Suncor Energy, Inc."
SU.TO,SU,2023-05-31,2023-06-13,106408276,57774064,5455191,19.51,84.18,"Suncor Energy, Inc."
SU.TO,SU,2023-06-15,2023-06-28,48732295,106408276,4551606,10.71,-54.2,"Suncor Energy, Inc."
SU.TO,SU,2023-06-30,2023-07-13,25983015,48732295,3734510,6.96,-46.68,"Suncor Energy, Inc."
SU.TO,SU,2023-07-14,2023-07-27,25690349,25983015,3589264,7.16,-1.13,"Suncor Energy, Inc."
SU.TO,SU,2023-07-31,2023-08-11,21245143,25690349,4579280,4.64,-17.3,"Suncor Energy, Inc."
SU.TO,SU,2023-08-15,2023-08-28,48002705,21245143,4316976,11.12,125.95,"Suncor Energy, Inc."
SU.TO,SU,2023-08-31,2023-09-13,94464832,48002705,5984942,15.78,96.79,"Suncor Energy, Inc."
SU.TO,SU,2023-09-15,2023-09-28,25855788,94464832,4821481,5.36,-72.63,"Suncor Energy, Inc."
SU.TO,SU,2023-09-29,2023-10-12,20609520,25855788,5676295,3.63,-20.29,"Suncor Energy, Inc."
SU.TO,SU,2023-10-13,2023-10-26,24032517,20609520,4570148,5.26,16.61,"Suncor Energy, Inc."
SU.TO,SU,2023-10-31,2023-11-13,21018572,24032517,3536363,5.94,-12.54,"Suncor Energy, Inc."
SU.TO,SU,2023-11-15,2023-11-28,38818493,21018572,5089293,7.63,84.69,"Suncor Energy, Inc."
SU.TO,SU,2023-11-30,2023-12-13,85677588,38818493,6069967,14.12,120.71,"Suncor Energy, Inc."
SU.TO,SU,2023-12-15,2023-12-28,24109342,85677588,6194611,3.89,-71.86,"Suncor Energy, Inc."
SU.TO,SU,2023-12-29,2024-01-11,9801419,24109342,3187631,3.07,-59.35,"Suncor Energy, Inc."
SU.TO,SU,2024-01-12,2024-01-25,13053224,9801419,4586837,2.85,33.18,"Suncor Energy, Inc."
SU.TO,SU,2024-01-31,2024-02-13,13884672,13053224,2915173,4.76,6.37,"Suncor Energy, Inc."
SU.TO,SU,2024-02-15,2024-02-28,32546603,13884672,4471555,7.28,134.41,"Suncor Energy, Inc."
SU.TO,SU,2024-02-29,2024-03-13,72139275,32546603,4708826,15.32,121.65,"Suncor Energy, Inc."
SU.TO,SU,2024-03-15,2024-03-28,38468316,72139275,6025492,6.38,-46.67,"Suncor Energy, Inc."
SU.TO,SU,2024-03-28,2024-04-10,19530825,38468316,3255199,6.0,-49.23,"Suncor Energy, Inc."
SU.TO,SU,2024-04-15,2024-04-26,15873259,19530825,4467014,3.55,-18.73,"Suncor Energy, Inc."
SU.TO,SU,2024-04-30,2024-05-13,15566274,15873259,3626264,4.29,-1.93,"Suncor Energy, Inc."
SU.TO,SU,2024-05-15,2024-05-28,36830376,15566274,4707651,7.82,136.6,"Suncor Energy, Inc."
SU.TO,SU,2024-05-31,2024-06-13,62565069,36830376,5635478,11.1,69.87,"Suncor Energy, Inc."
SU.TO,SU,2024-06-14,2024-06-27,31529513,62565069,5916247,5.33,-49.61,"Suncor Energy, Inc."
SU.TO,SU,2024-06-28,2024-07-11,14039501,31529513,6262340,2.24,-55.47,"Suncor Energy, Inc."
SU.TO,SU,2024-07-15,2024-07-26,11840387,14039501,3369713,3.51,-15.66,"Suncor Energy, Inc."
SU.TO,SU,2024-07-31,2024-08-13,11364664,11840387,2957403,3.84,-4.02,"Suncor Energy, Inc."
SU.TO,SU,2024-08-15,2024-08-28,42278112,11364664,4522986,9.35,272.01,"Suncor Energy, Inc."
SU.TO,SU,2024-08-30,2024-09-12,78629478,42278112,3558537,22.1,85.98,"Suncor Energy, Inc."
SU.TO,SU,2024-09-13,2024-09-26,32166732,78629478,5695742,5.65,-59.09,"Suncor Energy, Inc."
SU.TO,SU,2024-09-30,2024-10-11,9609373,32166732,4139320,2.32,-70.13,"Suncor Energy, Inc."
SU.TO,SU,2024-10-15,2024-10-28,11057647,9609373,2948900,3.75,15.07,"Suncor Energy, Inc."
SU.TO,SU,2024-10-31,2024-11-13,11427614,11057647,2534484,4.51,3.35,"Suncor Energy, Inc."
SU.TO,SU,2024-11-15,2024-11-28,18999973,11427614,4484284,4.24,66.26,"Suncor Energy, Inc."
SU.TO,SU,2024-11-29,2024-12-12,45846815,18999973,4278818,10.71,141.3,"Suncor Energy, Inc."
SU.TO,SU,2024-12-13,2024-12-26,24910380,45846815,5413879,4.6,-45.67,"Suncor Energy, Inc."
SU.TO,SU,2024-12-31,2025-01-13,11934458,24910380,3625407,3.29,-52.09,"Suncor Energy, Inc."
SU.TO,SU,2025-01-15,2025-01-28,11204370,11934458,4517912,2.48,-6.12,"Suncor Energy, Inc."
SU.TO,SU,2025-01-31,2025-02-13,10292165,11204370,3988843,2.58,-8.14,"Suncor Energy, Inc."
SU.TO,SU,2025-02-14,2025-02-27,43061834,10292165,5431569,7.93,318.39,"Suncor Energy, Inc."
SU.TO,SU,2025-02-28,2025-03-13,50777114,43061834,3646911,13.92,17.92,"Suncor Energy, Inc."
SU.TO,SU,2025-03-14,2025-03-27,13355863,50777114,7071564,1.89,-73.7,"Suncor Energy, Inc."
SU.TO,SU,2025-03-31,2025-04-11,10664765,13355863,4017591,2.65,-20.15,"Suncor Energy, Inc."
SU.TO,SU,2025-04-15,2025-04-28,11637511,10664765,6416874,1.81,9.12,"Suncor Energy, Inc."
SU.TO,SU,2025-04-30,2025-05-13,8261774,11637511,3370890,2.45,-29.01,"Suncor Energy, Inc."
SU.TO,SU,2025-05-15,2025-05-28,33328180,8261774,5996156,5.56,303.4,"Suncor Energy, Inc."
SU.TO,SU,2025-05-30,2025-06-12,47226800,33328180,3385923,13.95,41.7,"Suncor Energy, Inc."
SU.TO,SU,2025-06-13,2025-06-26,22196167,47226800,6661833,3.33,-53.0,"Suncor Energy, Inc."
SU.TO,SU,2025-06-30,2025-07-11,9471756,22196167,6038323,1.57,-57.33,"Suncor Energy, Inc."
SU.TO,SU,2025-07-15,2025-07-28,10652638,9471756,3750787,2.84,12.47,"Suncor Energy, Inc."
SU.TO,SU,2025-07-31,2025-08-13,9355369,10652638,3078369,3.04,-12.18,"Suncor Energy, Inc."
SU.TO,SU,2025-08-15,2025-08-28,25750583,9355369,3151017,8.17,175.25,"Suncor Energy, Inc."
SU.TO,SU,2025-08-29,2025-09-11,27468388,25750583,4365122,6.29,6.67,"Suncor Energy, Inc."
SU.TO,SU,2025-09-15,2025-09-26,10632632,27468278,4585043,2.32,-61.29,"Suncor Energy, Inc."
SU.TO,SU,2025-09-30,2025-10-13,8225133,10632632,4303813,1.91,-22.64,"Suncor Energy, Inc."
SU.TO,SU,2025-10-15,2025-10-28,8029622,8225133,3283487,2.45,-2.38,"Suncor Energy, Inc."
SU.TO,SU,2025-10-31,2025-11-13,13565561,8029622,3208897,4.23,68.94,"Suncor Energy, Inc."
SU.TO,SU,2025-11-14,2025-11-27,29037766,13565561,5224058,5.56,114.06,"Suncor Energy, Inc."
SU.TO,SU,2025-11-28,2025-12-11,31273579,29034866,3188262,9.81,7.71,"Suncor Energy, Inc."
SU.TO,SU,2025-12-15,2025-12-26,8143255,31273579,6042780,1.35,-73.96,"Suncor Energy, Inc."
SU.TO,SU,2025-12-31,2026-01-13,8336984,8143255,2987837,2.79,2.38,"Suncor Energy, Inc."
SU.TO,SU,2026-01-15,2026-01-28,8234926,8336984,6059125,1.36,-1.22,"Suncor Energy, Inc."
SU.TO,SU,2026-01-30,2026-02-12,6349777,8234926,4309918,1.47,-22.89,"Suncor Energy, Inc."
SU.TO,SU,2026-02-13,2026-02-26,19196977,6349777,5944954,3.23,202.33,"Suncor Energy, Inc."
SU.TO,SU,2026-02-27,2026-03-12,18698827,19196977,4346579,4.3,-2.59,"Suncor Energy, Inc."
SU.TO,SU,2026-03-13,2026-03-26,6133106,18698827,6875258,1.0,-67.2,"Suncor Energy, Inc."
SU.TO,SU,2026-03-31,2026-04-13,7301394,6133106,6115466,1.19,19.05,"Suncor Energy, Inc."
SU.TO,SU,2026-04-15,2026-04-28,8236193,7301394,4377857,1.88,12.8,"Suncor Energy, Inc."
SU.TO,SU,2026-04-30,2026-05-13,7276893,8236193,3353489,2.17,-11.65,"Suncor Energy, Inc."
SU.TO,SU,2026-05-15,2026-05-28,12451828,7276893,3569110,3.49,71.11,"Suncor Energy, Inc."
SU.TO,SU,2026-05-29,2026-06-11,13886606,12451828,3087001,4.5,11.52,"Suncor Energy, Inc."
SU.TO,SU,2026-06-15,2026-06-26,10428810,13886606,5181493,2.01,-24.9,"Suncor Energy, Inc."
SU.TO,SU,2026-06-30,2026-07-13,7183388,10428810,5807985,1.24,-31.12,"Suncor Energy, Inc."
SU.TO,SU,2026-07-15,2026-07-28,9315057,7183388,4110859,2.27,29.67,"Suncor Energy, Inc."
SU.TO,SU,2026-07-31,2026-08-13,13262277,9315057,3679876,3.6,42.37,"Suncor Energy, Inc."
SU.TO,SU,2026-08-14,2026-08-27,23419730,13262277,5833816,4.01,76.59,"Suncor Energy, Inc."
T.TO,TU,2017-12-29,2018-01-11,4074258,3838067,279356,14.58,6.15,Telus Corp
T.TO,TU,2018-01-12,2018-01-25,4543722,4074258,421939,10.77,11.52,Telus Corp
T.TO,TU,2018-01-31,2018-02-13,4133628,4543722,342109,12.08,-9.03,Telus Corp
T.TO,TU,2018-02-15,2018-02-28,3376049,4133628,529598,6.37,-18.33,Telus Corp
T.TO,TU,2018-02-28,2018-03-13,3858364,3376049,398267,9.69,14.29,Telus Corp
T.TO,TU,2018-03-15,2018-03-28,4087518,3858364,440822,9.27,5.94,Telus Corp
T.TO,TU,2018-03-29,2018-04-11,3514239,4087518,509990,6.89,-14.03,Telus Corporation
T.TO,TU,2018-04-13,2018-04-26,3222607,3514239,371345,8.68,-8.3,Telus Corporation
T.TO,TU,2018-04-30,2018-05-11,3289657,3222607,279306,11.78,2.08,Telus Corporation
T.TO,TU,2018-05-15,2018-05-28,2813105,3289657,279924,10.05,-14.49,Telus Corporation
T.TO,TU,2018-05-31,2018-06-13,2816823,2813105,359557,7.83,0.13,Telus Corporation
T.TO,TU,2018-06-15,2018-06-28,2951949,2816823,282952,10.43,4.8,Telus Corporation
T.TO,TU,2018-06-29,2018-07-12,3274476,2951949,392794,8.34,10.93,Telus Corporation
T.TO,TU,2018-07-13,2018-07-26,2949737,3274476,283350,10.41,-9.92,Telus Corporation
T.TO,TU,2018-07-31,2018-08-13,2792573,2949737,273939,10.19,-5.33,Telus Corporation
T.TO,TU,2018-08-15,2018-08-28,2451725,2792573,335909,7.3,-12.21,Telus Corporation
T.TO,TU,2018-08-31,2018-09-13,2560860,2451725,328419,7.8,4.45,Telus Corporation
T.TO,TU,2018-09-14,2018-09-27,3099852,2560860,362633,8.55,21.05,Telus Corporation
T.TO,TU,2018-09-28,2018-10-11,2853614,3099852,416706,6.85,-7.94,Telus Corporation
T.TO,TU,2018-10-15,2018-10-26,2025274,2853614,484373,4.18,-29.03,Telus Corporation
T.TO,TU,2018-10-31,2018-11-13,1841844,2025274,420954,4.38,-9.06,Telus Corporation
T.TO,TU,2018-11-15,2018-11-28,1772739,1841844,394516,4.49,-3.75,Telus Corporation
T.TO,TU,2018-11-30,2018-12-13,1905795,1772739,348588,5.47,7.51,Telus Corporation
T.TO,TU,2018-12-14,2018-12-27,1840433,1905795,374868,4.91,-3.43,Telus Corporation
T.TO,TU,2018-12-31,2019-01-11,1857446,1840433,496018,3.74,0.92,Telus Corporation
T.TO,TU,2019-01-15,2019-01-28,1657321,1857446,412776,4.02,-10.77,Telus Corporation
T.TO,TU,2019-01-31,2019-02-13,2042407,1657321,373674,5.47,23.24,Telus Corporation
T.TO,TU,2019-02-15,2019-02-28,1947047,2042407,407594,4.78,-4.67,Telus Corporation
T.TO,TU,2019-02-28,2019-03-13,1598737,1947047,447388,3.57,-17.89,Telus Corporation
T.TO,TU,2019-03-15,2019-03-28,1165608,1598737,395409,2.95,-27.09,Telus Corporation
T.TO,TU,2019-03-29,2019-04-11,1151052,1165608,397383,2.9,-1.25,Telus Corporation
T.TO,TU,2019-04-15,2019-04-26,1136454,1151052,307299,3.7,-1.27,Telus Corporation
T.TO,TU,2019-04-30,2019-05-13,1125113,1136454,417748,2.69,-1.0,Telus Corporation
T.TO,TU,2019-05-15,2019-05-28,1073819,1125113,356666,3.01,-4.56,Telus Corporation
T.TO,TU,2019-05-31,2019-06-13,1206612,1073819,370785,3.25,12.37,Telus Corporation
T.TO,TU,2019-06-14,2019-06-27,1252494,1206612,530776,2.36,3.8,Telus Corporation
T.TO,TU,2019-06-28,2019-07-11,1300644,1252494,444417,2.93,3.84,Telus Corporation
T.TO,TU,2019-07-15,2019-07-26,1219371,1300644,345293,3.53,-6.25,Telus Corporation
T.TO,TU,2019-07-31,2019-08-13,1062173,1219371,390106,2.72,-12.89,Telus Corporation
T.TO,TU,2019-08-15,2019-08-28,1078533,1062173,364988,2.95,1.54,Telus Corporation
T.TO,TU,2019-08-30,2019-09-12,1094027,1078533,467486,2.34,1.44,Telus Corporation
T.TO,TU,2019-09-13,2019-09-26,1453766,1094027,495000,2.94,32.88,Telus Corporation
T.TO,TU,2019-09-30,2019-10-11,1223818,1453766,395658,3.09,-15.82,Telus Corporation
T.TO,TU,2019-10-15,2019-10-28,1150854,1223818,393157,2.93,-5.96,Telus Corporation
T.TO,TU,2019-10-31,2019-11-13,1233268,1150854,476236,2.59,7.16,Telus Corporation
T.TO,TU,2019-11-15,2019-11-28,2025569,1233268,386493,5.24,64.24,Telus Corporation
T.TO,TU,2019-11-29,2019-12-12,1705887,2025569,455478,3.75,-15.78,Telus Corporation
T.TO,TU,2019-12-13,2019-12-26,1487308,1705887,432398,3.44,-12.81,Telus Corporation
T.TO,TU,2019-12-31,2020-01-13,1636171,1487308,321294,5.09,10.01,Telus Corporation
T.TO,TU,2020-01-15,2020-01-28,1461755,1636171,318631,4.59,-10.66,Telus Corporation
T.TO,TU,2020-01-31,2020-02-13,2982035,2290106,363699,8.2,30.21,Telus Corporation
T.TO,TU,2020-02-14,2020-02-27,2349331,2982035,548127,4.29,-21.22,Telus Corporation
T.TO,TU,2020-02-28,2020-03-12,1475330,2349331,904998,1.63,-37.2,Telus Corporation
T.TO,TU,2020-03-13,2020-03-26,1251579,1475330,1033033,1.21,-15.17,Telus Corporation
T.TO,TU,2020-03-31,2020-04-13,1911393,1251579,1702575,1.12,52.72,Telus Corporation
T.TO,TU,2020-04-15,2020-04-28,2604815,1911393,1117052,2.33,36.28,Telus Corporation
T.TO,TU,2020-04-30,2020-05-13,3326359,2604815,1317018,2.53,27.7,Telus Corporation
T.TO,TU,2020-05-15,2020-05-28,2798091,3266726,1087741,2.57,-14.35,Telus Corporation
T.TO,TU,2020-05-29,2020-06-11,3641088,2798091,1070998,3.4,30.13,Telus Corporation
T.TO,TU,2020-06-15,2020-06-26,3112612,3641088,1211249,2.57,-14.51,Telus Corporation
