kind,cik,date,name,sic,accession,ticker
APPROVAL,786947,2015-01-08,"ACURA PHARMACEUTICALS, INC  (ACUR)",2834,0001144204-15-001269,
APPROVAL,936402,2015-01-26,Shire plc,2834,0000950103-15-000520,
APPROVAL,1024126,2015-01-27,"PERNIX THERAPEUTICS HOLDINGS, INC.",2834,0001354488-15-000320,
CRL,861838,2015-02-09,"IDERA PHARMACEUTICALS, INC.",2836,0001193125-15-039214,
APPROVAL,879169,2015-02-12,INCYTE CORP  (INCY),8731,0001104659-15-009190,INCY
CRL,1396814,2015-03-02,"Pacira Pharmaceuticals, Inc.  (PCRX)",2834,0001104659-15-015879,PCRX
APPROVAL,1082554,2015-03-10,UNITED THERAPEUTICS Corp  (UTHR),2834,0001104659-15-018419,UTHR
APPROVAL,1411158,2015-03-12,"Anacor Pharmaceuticals, Inc.",2834,0001104659-15-019164,
APPROVAL,885590,2015-03-16,"Valeant Pharmaceuticals International, Inc.  (BHC)",2834,0001193125-15-093619,BHC
CRL,887247,2015-03-30,Adamis Pharmaceuticals Corp  (DMKPQ),2834,0001564590-15-002073,
APPROVAL,1567892,2015-04-06,Mallinckrodt plc,2834,0001193125-15-119480,
APPROVAL,907562,2015-04-29,DYAX CORP,8731,0001157523-15-001425,
APPROVAL,1080014,2015-04-30,THERAVANCE INC  (INVA),2834,0001104659-15-032638,INVA
CRL,1396814,2015-04-30,"Pacira Pharmaceuticals, Inc.  (PCRX)",2834,0001104659-15-031981,PCRX
APPROVAL,1436304,2015-05-04,KYTHERA BIOPHARMACEUTICALS INC,2834,0001104659-15-033277,
APPROVAL,1092662,2015-05-07,"CHEMBIO DIAGNOSTICS, INC.",2834,0001092662-15-000049,
APPROVAL,1578845,2015-05-11,Actavis plc,2834,0001144204-15-028974,
APPROVAL,1285819,2015-05-28,OMEROS CORP  (OMER),2834,0001193125-15-204165,OMER
CRL,792977,2015-05-28,AMAG PHARMACEUTICALS INC.,2834,0001104659-15-041379,
APPROVAL,1593034,2015-06-02,Endo International plc,2834,0001193125-15-210831,
APPROVAL,1059790,2015-06-03,POZEN INC /NC,2834,0001140361-15-022968,
APPROVAL,1267565,2015-06-19,"COLLEGIUM PHARMACEUTICAL, INC  (COLL)",2834,0001104659-15-046449,COLL
APPROVAL,1297184,2015-06-22,"Amphastar Pharmaceuticals, Inc.  (AMPH)",2834,0001171843-15-003533,AMPH
APPROVAL,1437402,2015-07-14,"ARDELYX, INC.  (ARDX)",2834,0001193125-15-251840,ARDX
APPROVAL,886163,2015-08-04,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-15-000083,LGNZZ
APPROVAL,1436304,2015-08-06,KYTHERA BIOPHARMACEUTICALS INC,2834,0001104659-15-057157,
APPROVAL,1060736,2015-08-17,SEATTLE GENETICS INC /WA,2836,0001193125-15-293320,
APPROVAL,1436304,2015-08-18,KYTHERA BIOPHARMACEUTICALS INC,2834,0001104659-15-060659,
APPROVAL,1491576,2015-09-03,"TESARO, Inc.",2834,0001104659-15-063472,
APPROVAL,1520262,2015-10-06,Alkermes plc.  (ALKS),2834,0001104659-15-069185,ALKS
APPROVAL,1103021,2015-10-15,BIODELIVERY SCIENCES INTERNATIONAL INC,2834,0001193125-15-344752,
APPROVAL,1422143,2015-10-20,"Kura Oncology, Inc.  (KURA)",2834,0001193125-15-348342,KURA
APPROVAL,1103021,2015-10-26,BIODELIVERY SCIENCES INTERNATIONAL INC,2834,0001193125-15-353496,
CRL,78003,2015-10-27,PFIZER INC  (PFE),2834,0000078003-15-000048,PFE
CRL,886163,2015-11-09,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-15-000108,LGNZZ
APPROVAL,1368514,2015-11-10,"ADMA BIOLOGICS, INC.  (ADMA)",2836,0001193805-15-001841,ADMA
CRL,1467652,2015-11-10,"Neos Therapeutics, Inc.",2834,0001104659-15-077731,
APPROVAL,939767,2015-11-10,"EXELIXIS, INC.  (EXEL)",8731,0000939767-15-000104,EXEL
CRL,897075,2015-12-01,REPROS THERAPEUTICS INC.,2836,0001171843-15-006596,
APPROVAL,827871,2015-12-08,"EAGLE PHARMACEUTICALS, INC.  (EGRX)",2834,0001104659-15-083556,
APPROVAL,1434647,2015-12-18,"KEMPHARM, INC  (ZVRA)",2834,0001193125-15-407915,ZVRA
APPROVAL,1411158,2016-01-11,"Anacor Pharmaceuticals, Inc.",2834,0001104659-16-088962,
APPROVAL,1285819,2016-01-19,OMEROS CORP  (OMER),2834,0001193125-16-431654,OMER
APPROVAL,14272,2016-01-28,"BRISTOL MYERS SQUIBB CO  (BMY, BMYMP, CELG-RI)",2834,0000014272-16-000260,CELG-RI
APPROVAL,899866,2016-02-03,ALEXION PHARMACEUTICALS INC,2834,0000899866-16-000222,
APPROVAL,908259,2016-02-04,OXIGENE INC  (OTLC),2836,0001193125-16-450629,OTLC
APPROVAL,887359,2016-02-22,Vericel Corp  (VCEL),2836,0001104659-16-098630,VCEL
APPROVAL,1416792,2016-02-24,Relypsa Inc,2834,0001193125-16-475780,
APPROVAL,813389,2016-03-11,"EMBER THERAPEUTICS, INC. - NY",2834,0001662252-16-000093,
CRL,827871,2016-03-18,"EAGLE PHARMACEUTICALS, INC.  (EGRX)",2834,0001104659-16-106011,
APPROVAL,1114220,2016-03-29,KERYX BIOPHARMACEUTICALS INC,2834,0001193125-16-520433,
APPROVAL,813389,2016-03-31,"EMBER THERAPEUTICS, INC. - NY",2834,0001662252-16-000113,
CRL,1339469,2016-04-18,"CHIASMA, INC",2834,0001193125-16-543792,
APPROVAL,1114220,2016-04-28,KERYX BIOPHARMACEUTICALS INC,2834,0001193125-16-561069,
APPROVAL,1012477,2016-05-02,FLAMEL TECHNOLOGIES SA  (AVDL),2834,0000910680-16-000133,
APPROVAL,1070494,2016-05-03,ACADIA PHARMACEUTICALS INC  (ACAD),2834,0001193125-16-575089,ACAD
APPROVAL,78003,2016-05-03,PFIZER INC  (PFE),2834,0000078003-16-000091,PFE
APPROVAL,886163,2016-05-04,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-16-000170,LGNZZ
APPROVAL,1267565,2016-05-10,"COLLEGIUM PHARMACEUTICAL, INC  (COLL)",2834,0001104659-16-119722,COLL
APPROVAL,1087294,2016-05-13,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-16-016339,CPIX
APPROVAL,1347178,2016-05-26,Vanda Pharmaceuticals Inc.  (VNDA),2834,0001193125-16-604386,VNDA
APPROVAL,1270073,2016-05-31,INTERCEPT PHARMACEUTICALS INC,2834,0001144204-16-105669,
APPROVAL,910267,2016-05-31,"TITAN PHARMACEUTICALS INC  (TTNP, TTNPW)",2836,0001144204-16-105951,
APPROVAL,1213037,2016-06-06,"Trovagene, Inc.  (CRDF)",2836,0001104659-16-125571,CRDF
APPROVAL,1012477,2016-06-07,FLAMEL TECHNOLOGIES SA  (AVDL),2834,0001144204-16-107258,
APPROVAL,1510964,2016-06-08,"CV Sciences, Inc.  (CVSI)",2833,0001019687-16-006616,CVSI
APPROVAL,1424151,2016-06-16,NEXUS BIOPHARMA INC,2834,0001078782-16-002996,
APPROVAL,944809,2016-06-21,"Opko Health, Inc.  (OPK)",2834,0001299933-16-002648,OPK
CRL,1535955,2016-06-29,Lipocine Inc.  (LPCN),2834,0001144204-16-110368,LPCN
APPROVAL,1516479,2016-07-05,"Insys Therapeutics, Inc.",2834,0001437749-16-034835,
APPROVAL,827871,2016-07-12,"EAGLE PHARMACEUTICALS, INC.  (EGRX)",2834,0001104659-16-132271,
APPROVAL,936402,2016-07-12,Shire plc,2834,0000950103-16-014778,
APPROVAL,1060736,2016-07-15,SEATTLE GENETICS INC /WA,2836,0001193125-16-649448,
APPROVAL,1080709,2016-07-19,ARENA PHARMACEUTICALS INC,2834,0001193125-16-650765,
APPROVAL,835887,2016-07-20,PROGENICS PHARMACEUTICALS INC,2834,0000835887-16-000166,
CRL,1053369,2016-07-21,ELITE PHARMACEUTICALS INC /NV/  (ELTP),2834,0001144204-16-113802,ELTP
CRL,1393434,2016-07-25,"OCULAR THERAPEUTIX, INC  (OCUL)",2834,0001193125-16-655920,OCUL
APPROVAL,1213037,2016-07-26,"Trovagene, Inc.  (CRDF)",2836,0001104659-16-134373,CRDF
APPROVAL,835887,2016-08-04,PROGENICS PHARMACEUTICALS INC,2834,0000835887-16-000172,
APPROVAL,1087294,2016-08-05,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-16-018626,CPIX
APPROVAL,1578845,2016-08-08,Allergan plc,2834,0001144204-16-117011,
APPROVAL,1011835,2016-08-09,"MEDIVATION, INC.",2834,0001193125-16-676774,
APPROVAL,1213037,2016-08-09,"Trovagene, Inc.  (CRDF)",2836,0001104659-16-138184,CRDF
CRL,1535955,2016-08-09,Lipocine Inc.  (LPCN),2834,0001144204-16-117435,LPCN
APPROVAL,1267565,2016-08-10,"COLLEGIUM PHARMACEUTICAL, INC  (COLL)",2834,0001104659-16-138633,COLL
APPROVAL,818033,2016-08-10,"HERON THERAPEUTICS, INC. /DE/  (HRTX)",2834,0001193125-16-677624,HRTX
APPROVAL,1595097,2016-08-15,"Corbus Pharmaceuticals Holdings, Inc.  (CRBP)",2834,0001493152-16-012331,CRBP
CRL,1269021,2016-08-19,PORTOLA PHARMACEUTICALS INC,2834,0001193125-16-686592,
APPROVAL,1424151,2016-09-02,NEXUS BIOPHARMA INC,2834,0001078782-16-003418,
APPROVAL,835887,2016-09-06,PROGENICS PHARMACEUTICALS INC,2834,0001437749-16-038352,
APPROVAL,1660719,2016-09-15,Aralez Pharmaceuticals Inc.,2834,0001104659-16-144790,
APPROVAL,1510964,2016-09-22,"CV Sciences, Inc.  (CVSI)",2833,0001683168-16-000173,CVSI
CRL,1069530,2016-09-26,PAIN THERAPEUTICS INC  (SAVA),2834,0001171843-16-012256,FLNA
CRL,1082038,2016-09-26,DURECT CORP  (DRRX),2834,0001193125-16-719543,
CRL,1339469,2016-09-30,"CHIASMA, INC",2834,0001193125-16-727626,
APPROVAL,1492426,2016-10-13,Horizon Pharma plc,2834,0001193125-16-737198,
APPROVAL,1424151,2016-10-14,NEXUS BIOPHARMA INC,2834,0001078782-16-003619,
APPROVAL,1087294,2016-11-03,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-16-020794,CPIX
APPROVAL,1516479,2016-11-03,"Insys Therapeutics, Inc.",2834,0001437749-16-040924,
APPROVAL,886163,2016-11-03,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-16-000235,LGNZZ
APPROVAL,1424151,2016-11-04,NEXUS BIOPHARMA INC,2834,0001078782-16-003713,
APPROVAL,1509261,2016-11-04,"AntriaBio, Inc.  (RZLT)",2834,0000912282-16-000892,RZLT
APPROVAL,850261,2016-11-08,"Sorrento Therapeutics, Inc.  (SRNE)",8731,0001193125-16-762991,
APPROVAL,1114220,2016-11-09,KERYX BIOPHARMACEUTICALS INC,2834,0001193125-16-763695,
CRL,1029142,2016-11-14,DYNAVAX TECHNOLOGIES CORP  (DVAX),2834,0001564590-16-029304,
APPROVAL,1012477,2016-11-15,FLAMEL TECHNOLOGIES SA  (AVDL),2834,0001628280-16-021495,
APPROVAL,887359,2016-12-14,Vericel Corp  (VCEL),2836,0001104659-16-162033,VCEL
CRL,1297184,2016-12-27,"Amphastar Pharmaceuticals, Inc.  (AMPH)",2834,0001558370-16-010637,AMPH
CRL,1461993,2016-12-29,"CEMPRA, INC.",2834,0001193125-16-806126,
APPROVAL,1586105,2017-01-09,Egalet Corp,2834,0001104659-17-001545,
CRL,1491576,2017-01-12,"TESARO, Inc.",2834,0001104659-17-002077,
APPROVAL,1232524,2017-01-18,Jazz Pharmaceuticals plc  (JAZZ),2834,0001193125-17-011674,JAZZ
APPROVAL,1347613,2017-01-20,"SYNERGY PHARMACEUTICALS, INC.",2834,0001104659-17-003158,
APPROVAL,850261,2017-01-20,"Sorrento Therapeutics, Inc.  (SRNE)",8731,0001193125-17-014056,
APPROVAL,1578845,2017-02-08,Allergan plc,2834,0001144204-17-006604,
APPROVAL,873303,2017-02-21,"Sarepta Therapeutics, Inc.  (SRPT)",2834,0001193125-17-049361,SRPT
APPROVAL,886163,2017-02-23,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-17-000014,LGNZZ
APPROVAL,1356576,2017-03-01,SUPERNUS PHARMACEUTICALS INC  (SUPN),2834,0001104659-17-012734,SUPN
APPROVAL,1597264,2017-03-09,Blueprint Medicines Corp  (BPMC),2834,0001558370-17-001502,
APPROVAL,1087294,2017-03-10,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-17-002482,CPIX
APPROVAL,1491576,2017-03-31,"TESARO, Inc.",2834,0001104659-17-020704,
APPROVAL,914475,2017-04-12,NEUROCRINE BIOSCIENCES INC  (NBIX),2836,0001193125-17-121464,NBIX
APPROVAL,1428522,2017-04-28,"Radius Health, Inc.",2834,0001564590-17-007706,
APPROVAL,1428522,2017-05-01,"Radius Health, Inc.",2834,0001564590-17-007845,
APPROVAL,1103021,2017-05-02,BIODELIVERY SCIENCES INTERNATIONAL INC,2834,0001193125-17-154062,
APPROVAL,1114220,2017-05-04,KERYX BIOPHARMACEUTICALS INC,2834,0001193125-17-157264,
APPROVAL,850261,2017-05-04,"Sorrento Therapeutics, Inc.  (SRNE)",8731,0001144204-17-024602,
CRL,25743,2017-05-08,"TherapeuticsMD, Inc.  (TXMD)",2834,0001387131-17-002494,TXMD
APPROVAL,914475,2017-05-09,NEUROCRINE BIOSCIENCES INC  (NBIX),2836,0001193125-17-164311,NBIX
APPROVAL,1087294,2017-05-15,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-17-005581,CPIX
APPROVAL,1012477,2017-06-02,AVADEL PHARMACEUTICALS PLC  (AVDL),2834,0000910680-17-000064,
APPROVAL,1467652,2017-06-05,"Neos Therapeutics, Inc.",2834,0001104659-17-037351,
CRL,1512762,2017-06-12,"Coherus BioSciences, Inc.  (CHRS)",2836,0001193125-17-201398,CHRS
APPROVAL,887247,2017-06-16,Adamis Pharmaceuticals Corp  (DMKPQ),2834,0001387131-17-003285,
CRL,1586105,2017-06-20,Egalet Corp,2834,0001104659-17-040317,
APPROVAL,936402,2017-06-21,Shire plc,2834,0000950103-17-005940,
APPROVAL,1356576,2017-06-23,SUPERNUS PHARMACEUTICALS INC  (SUPN),2834,0001104659-17-041309,SUPN
APPROVAL,1070081,2017-06-30,"PTC THERAPEUTICS, INC.  (PTCT)",2834,0001070081-17-000109,PTCT
APPROVAL,1070081,2017-07-03,"PTC THERAPEUTICS, INC.  (PTCT)",2834,0001070081-17-000113,PTCT
CRL,827871,2017-07-26,"EAGLE PHARMACEUTICALS, INC.  (EGRX)",2834,0001104659-17-047096,
APPROVAL,1114220,2017-07-27,KERYX BIOPHARMACEUTICALS INC,2834,0001193125-17-237358,
CRL,78003,2017-08-01,PFIZER INC  (PFE),2834,0000078003-17-000034,PFE
APPROVAL,1428522,2017-08-03,"Radius Health, Inc.",2834,0001564590-17-015341,
APPROVAL,936402,2017-08-03,Shire plc,2834,0000936402-17-000028,
APPROVAL,886163,2017-08-07,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-17-000088,LGNZZ
APPROVAL,1232524,2017-08-08,Jazz Pharmaceuticals plc  (JAZZ),2834,0001232524-17-000132,JAZZ
CRL,1337553,2017-08-08,AERIE PHARMACEUTICALS INC,2836,0001193125-17-251325,
APPROVAL,1087294,2017-08-09,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-17-008471,CPIX
APPROVAL,1269021,2017-08-09,PORTOLA PHARMACEUTICALS INC,2834,0001193125-17-252819,
APPROVAL,1012477,2017-09-05,AVADEL PHARMACEUTICALS PLC  (AVDL),2834,0000910680-17-000086,
APPROVAL,1012477,2017-09-07,AVADEL PHARMACEUTICALS PLC  (AVDL),2834,0000910680-17-000090,
APPROVAL,1401667,2017-09-08,"PUMA BIOTECHNOLOGY, INC.  (PBYI)",2834,0001193125-17-280571,PBYI
APPROVAL,1583771,2017-09-11,"ContraVir Pharmaceuticals, Inc.  (HEPA, CTRVP)",2834,0001104659-17-056452,CTRVP
APPROVAL,1467652,2017-09-15,"Neos Therapeutics, Inc.",2834,0001104659-17-057446,
APPROVAL,1080014,2017-09-19,"Innoviva, Inc.  (INVA)",2834,0001104659-17-057707,INVA
APPROVAL,1080014,2017-09-20,"Innoviva, Inc.  (INVA)",2834,0001104659-17-057981,INVA
APPROVAL,910267,2017-09-21,"TITAN PHARMACEUTICALS INC  (TTNP, TTNPW)",2836,0001144204-17-048936,
APPROVAL,1126234,2017-10-03,NEWLINK GENETICS CORP  (LUMO),2834,0001126234-17-000092,
APPROVAL,1060736,2017-10-05,SEATTLE GENETICS INC /WA,2836,0001193125-17-304693,
APPROVAL,914475,2017-10-05,NEUROCRINE BIOSCIENCES INC  (NBIX),2836,0001193125-17-303863,NBIX
APPROVAL,1419600,2017-10-10,Flexion Therapeutics Inc,2834,0001193125-17-307085,
CRL,1427925,2017-10-12,ACELRX PHARMACEUTICALS INC  (TLPH),2834,0001437749-17-017059,TLPH
APPROVAL,944809,2017-10-12,"Opko Health, Inc.  (OPK)",2834,0001193125-17-308435,OPK
APPROVAL,1689813,2017-10-18,Biohaven Pharmaceutical Holding Co Ltd.,2834,0001104659-17-062666,
CRL,1070081,2017-10-25,"PTC THERAPEUTICS, INC.  (PTCT)",2834,0001070081-17-000124,PTCT
APPROVAL,882095,2017-10-26,GILEAD SCIENCES INC  (GILD),2836,0000882095-17-000023,GILD
APPROVAL,1491576,2017-10-27,"TESARO, Inc.",2834,0001104659-17-064389,
APPROVAL,1428522,2017-11-02,"Radius Health, Inc.",2834,0001564590-17-021232,
APPROVAL,1446847,2017-11-02,IRONWOOD PHARMACEUTICALS INC  (IRWD),2834,0001104659-17-065393,IRWD
APPROVAL,1419600,2017-11-06,Flexion Therapeutics Inc,2834,0001193125-17-334262,
APPROVAL,1114220,2017-11-07,KERYX BIOPHARMACEUTICALS INC,2834,0001193125-17-335017,
APPROVAL,1087294,2017-11-08,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-17-011222,CPIX
APPROVAL,818033,2017-11-09,"HERON THERAPEUTICS, INC. /DE/  (HRTX)",2834,0001193125-17-338771,HRTX
APPROVAL,1029142,2017-11-14,DYNAVAX TECHNOLOGIES CORP  (DVAX),2834,0001193125-17-342558,
APPROVAL,1411879,2017-11-14,"INNOVUS PHARMACEUTICALS, INC.",2834,0001654954-17-010505,
APPROVAL,1515673,2017-11-15,Ultragenyx Pharmaceutical Inc.  (RARE),2834,0001564590-17-023875,RARE
APPROVAL,1401667,2017-12-06,"PUMA BIOTECHNOLOGY, INC.  (PBYI)",2834,0001193125-17-362817,PBYI
APPROVAL,1557746,2017-12-15,"Aclaris Therapeutics, Inc.  (ACRS)",2834,0001558370-17-009338,ACRS
APPROVAL,1337553,2017-12-18,AERIE PHARMACEUTICALS INC,2836,0001193125-17-372035,
APPROVAL,1609351,2017-12-19,"Spark Therapeutics, Inc.",2836,0001609351-17-000127,
APPROVAL,920465,2017-12-28,LA JOLLA PHARMACEUTICAL CO,2836,0000920465-17-000085,
APPROVAL,1618835,2018-01-17,"Evofem Biosciences, Inc.  (EVFM)",2834,0001193125-18-012234,EVFM
APPROVAL,1347613,2018-01-25,"SYNERGY PHARMACEUTICALS, INC.",2834,0001104659-18-003929,
APPROVAL,792977,2018-02-05,AMAG PHARMACEUTICALS INC.,2834,0000792977-18-000005,
APPROVAL,1235010,2018-02-13,MOMENTA PHARMACEUTICALS INC,2836,0001104659-18-008659,
APPROVAL,914475,2018-02-13,NEUROCRINE BIOSCIENCES INC  (NBIX),2836,0001193125-18-042549,NBIX
APPROVAL,1012477,2018-02-14,AVADEL PHARMACEUTICALS PLC  (AVDL),2834,0001144204-18-008301,
APPROVAL,936402,2018-02-14,Shire plc,2834,0000936402-18-000003,
APPROVAL,792977,2018-02-15,AMAG PHARMACEUTICALS INC.,2834,0000792977-18-000007,
APPROVAL,1609351,2018-02-20,"Spark Therapeutics, Inc.",2836,0001609351-18-000019,
APPROVAL,1235010,2018-02-21,MOMENTA PHARMACEUTICALS INC,2836,0001104659-18-010954,
APPROVAL,1434647,2018-02-23,"KEMPHARM, INC  (ZVRA)",2834,0001437749-18-003213,ZVRA
APPROVAL,1213037,2018-02-26,"Trovagene, Inc.  (CRDF)",2836,0001193125-18-058657,CRDF
APPROVAL,850261,2018-02-28,"Sorrento Therapeutics, Inc.  (SRNE)",8731,0001144204-18-011670,
APPROVAL,1428522,2018-03-01,"Radius Health, Inc.",2834,0001193125-18-067153,
APPROVAL,1087294,2018-03-09,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-18-003033,CPIX
APPROVAL,1060736,2018-03-20,SEATTLE GENETICS INC /WA,2836,0001193125-18-089338,
APPROVAL,1434647,2018-03-29,"KEMPHARM, INC  (ZVRA)",2834,0001437749-18-005833,ZVRA
APPROVAL,1515673,2018-04-17,Ultragenyx Pharmaceutical Inc.  (RARE),2834,0001564590-18-008320,RARE
APPROVAL,1080014,2018-04-24,"Innoviva, Inc.  (INVA)",2834,0001104659-18-026177,INVA
CRL,78003,2018-05-01,PFIZER INC  (PFE),2834,0000078003-18-000039,PFE
APPROVAL,882095,2018-05-01,GILEAD SCIENCES INC  (GILD),2836,0000882095-18-000012,GILD
APPROVAL,792977,2018-05-03,AMAG PHARMACEUTICALS INC.,2834,0000792977-18-000020,
APPROVAL,1235010,2018-05-08,MOMENTA PHARMACEUTICALS INC,2836,0001104659-18-031071,
APPROVAL,1561743,2018-05-08,"Kindred Biosciences, Inc.",2834,0001561743-18-000047,
APPROVAL,1401667,2018-05-09,"PUMA BIOTECHNOLOGY, INC.  (PBYI)",2834,0001193125-18-157497,PBYI
CRL,1535955,2018-05-09,Lipocine Inc.  (LPCN),2834,0001144204-18-026332,LPCN
APPROVAL,1434647,2018-05-10,"KEMPHARM, INC  (ZVRA)",2834,0001437749-18-009447,ZVRA
APPROVAL,1685071,2018-05-21,"Dova Pharmaceuticals, Inc.",2834,0001104659-18-034809,
CRL,1588972,2018-05-24,"Recro Pharma, Inc.",2834,0001193125-18-172731,
APPROVAL,25743,2018-05-30,"TherapeuticsMD, Inc.  (TXMD)",2834,0001387131-18-002408,TXMD
APPROVAL,1012477,2018-06-06,AVADEL PHARMACEUTICALS PLC  (AVDL),2834,0001144204-18-033043,
CRL,1604950,2018-06-13,scPharmaceuticals Inc.  (SCPH),2834,0001193125-18-191084,
APPROVAL,1100412,2018-06-27,ARRAY BIOPHARMA INC,2834,0001144204-18-036027,
APPROVAL,1557883,2018-06-29,"Dermira, Inc.",2834,0001564590-18-016425,
APPROVAL,1520262,2018-07-02,Alkermes plc.  (ALKS),2834,0001520262-18-000031,ALKS
APPROVAL,914475,2018-07-24,NEUROCRINE BIOSCIENCES INC  (NBIX),2836,0001193125-18-224539,NBIX
APPROVAL,882095,2018-07-25,GILEAD SCIENCES INC  (GILD),2836,0000882095-18-000019,GILD
APPROVAL,1551152,2018-07-27,AbbVie Inc.  (ABBV),2834,0001551152-18-000029,ABBV
APPROVAL,1082038,2018-07-30,DURECT CORP  (DRRX),2834,0001564590-18-017829,
APPROVAL,25743,2018-07-30,"TherapeuticsMD, Inc.  (TXMD)",2834,0001387131-18-003402,TXMD
APPROVAL,1082554,2018-07-31,UNITED THERAPEUTICS Corp  (UTHR),2834,0001104659-18-048198,UTHR
APPROVAL,835887,2018-07-31,PROGENICS PHARMACEUTICALS INC,2834,0001437749-18-014033,
APPROVAL,879169,2018-07-31,INCYTE CORP  (INCY),8731,0001104659-18-048232,INCY
APPROVAL,914475,2018-07-31,NEUROCRINE BIOSCIENCES INC  (NBIX),2836,0001564590-18-018134,NBIX
APPROVAL,1082038,2018-08-01,DURECT CORP  (DRRX),2834,0001564590-18-018462,
CRL,1069530,2018-08-06,PAIN THERAPEUTICS INC  (SAVA),2834,0001171843-18-005747,FLNA
CRL,1082038,2018-08-06,DURECT CORP  (DRRX),2834,0001564590-18-019301,
CRL,1535955,2018-08-07,Lipocine Inc.  (LPCN),2834,0001144204-18-042232,LPCN
APPROVAL,1070494,2018-08-08,ACADIA PHARMACEUTICALS INC  (ACAD),2834,0001564590-18-020509,ACAD
APPROVAL,1401667,2018-08-09,"PUMA BIOTECHNOLOGY, INC.  (PBYI)",2834,0001193125-18-244329,PBYI
APPROVAL,1561743,2018-08-09,"Kindred Biosciences, Inc.",2834,0001561743-18-000077,
APPROVAL,1178670,2018-08-10,"ALNYLAM PHARMACEUTICALS, INC.  (ALNY)",2834,0001193125-18-245969,ALNY
APPROVAL,1178879,2018-08-10,AMICUS THERAPEUTICS INC  (FOLD),2834,0001178879-18-000011,
APPROVAL,1447028,2018-08-13,Arbutus Biopharma Corp  (ABUS),2834,0001171843-18-006009,ABUS
APPROVAL,25743,2018-08-13,"TherapeuticsMD, Inc.  (TXMD)",2834,0001387131-18-003883,TXMD
APPROVAL,1479419,2018-08-23,"Kala Pharmaceuticals, Inc.  (KALA)",2834,0001104659-18-053380,KALA
APPROVAL,1070081,2018-08-24,"PTC THERAPEUTICS, INC.  (PTCT)",2834,0001070081-18-000066,PTCT
APPROVAL,936402,2018-08-24,Shire plc,2834,0000950103-18-009918,
CRL,1662524,2018-08-27,"AKCEA THERAPEUTICS, INC.",2834,0001140361-18-037026,
CRL,874015,2018-08-27,IONIS PHARMACEUTICALS INC  (IONS),2834,0001140361-18-037039,IONS
CRL,1070081,2018-08-28,"PTC THERAPEUTICS, INC.  (PTCT)",2834,0001070081-18-000068,PTCT
APPROVAL,1373707,2018-08-28,TETRAPHASE PHARMACEUTICALS INC,2834,0001193125-18-259715,
APPROVAL,1373707,2018-09-20,TETRAPHASE PHARMACEUTICALS INC,2834,0001193125-18-278524,
APPROVAL,1526119,2018-09-24,"Verastem, Inc.  (VSTM)",2834,0001104659-18-058212,VSTM
APPROVAL,25743,2018-09-24,"TherapeuticsMD, Inc.  (TXMD)",2834,0001387131-18-004910,TXMD
APPROVAL,1351288,2018-10-01,GW PHARMACEUTICALS PLC,2834,0001144204-18-051799,
APPROVAL,1479419,2018-10-02,"Kala Pharmaceuticals, Inc.  (KALA)",2834,0001104659-18-060023,KALA
APPROVAL,25743,2018-10-02,"TherapeuticsMD, Inc.  (TXMD)",2834,0001387131-18-005143,TXMD
APPROVAL,1178711,2018-10-03,"Paratek Pharmaceuticals, Inc.",2834,0001564590-18-023851,
APPROVAL,1368514,2018-10-03,"ADMA BIOLOGICS, INC.  (ADMA)",2836,0001193805-18-001198,ADMA
APPROVAL,1662524,2018-10-09,"AKCEA THERAPEUTICS, INC.",2834,0001140361-18-040212,
APPROVAL,874015,2018-10-10,IONIS PHARMACEUTICALS INC  (IONS),2834,0001140361-18-040367,IONS
APPROVAL,1584137,2018-10-11,"Oncolix, Inc.",2834,0001477932-18-004804,
CRL,791908,2018-10-18,"XOMA Corp  (XOMA, XOMAO, XOMAP)",2834,0001193125-18-301894,
APPROVAL,946644,2018-10-22,HEMISPHERX BIOPHARMA INC  (AIM),2836,0001493152-18-014710,AIM
APPROVAL,25743,2018-10-29,"TherapeuticsMD, Inc.  (TXMD)",2834,0001387131-18-005702,TXMD
