kind,cik,date,name,sic,accession,ticker
APPROVAL,1367644,2023-03-29,Emergent BioSolutions Inc.  (EBS),2834,0001367644-23-000077,EBS
APPROVAL,1401914,2023-03-30,"Dare Bioscience, Inc.  (DARE)",2834,0001493152-23-009600,DARE
APPROVAL,34956,2023-04-13,"TENAX THERAPEUTICS, INC.  (TENX)",2834,0001654954-23-004663,TENX
APPROVAL,1600847,2023-04-17,Gamida Cell Ltd.,2836,0001213900-23-030340,
APPROVAL,1479290,2023-04-19,"Revance Therapeutics, Inc.  (RVNC)",2834,0001479290-23-000055,
APPROVAL,911216,2023-04-19,PALATIN TECHNOLOGIES INC  (PTN),2834,0001654954-23-004936,PTN
APPROVAL,1782107,2023-04-20,Blue Water Vaccines Inc.  (ONCO),2834,0001213900-23-031189,ONCO
APPROVAL,1782107,2023-04-24,"Blue Water Biotech, Inc.  (ONCO)",2834,0001213900-23-031827,ONCO
CRL,1551152,2023-04-27,AbbVie Inc.  (ABBV),2834,0001551152-23-000019,ABBV
APPROVAL,1012477,2023-05-01,AVADEL PHARMACEUTICALS PLC  (AVDL),2834,0001104659-23-054247,
APPROVAL,1649904,2023-05-02,"RHYTHM PHARMACEUTICALS, INC.  (RYTM)",2834,0001104659-23-054774,RYTM
APPROVAL,1492426,2023-05-03,Horizon Therapeutics Public Ltd Co,2834,0001193125-23-133107,
APPROVAL,897448,2023-05-03,AMARIN CORP PLC\UK  (AMRN),2834,0000950170-23-016878,AMRN
APPROVAL,1012477,2023-05-04,AVADEL PHARMACEUTICALS PLC  (AVDL),2834,0001104659-23-056006,
APPROVAL,1494650,2023-05-04,"OptiNose, Inc.  (OPTN)",2834,0001494650-23-000045,
APPROVAL,1372299,2023-05-05,"Ocugen, Inc.  (OCGN)",2836,0001628280-23-015993,OCGN
APPROVAL,1070494,2023-05-08,ACADIA PHARMACEUTICALS INC  (ACAD),2834,0000950170-23-018800,ACAD
APPROVAL,1682639,2023-05-08,"EYENOVIA, INC.  (EYEN)",2834,0001104659-23-056880,HYPD
APPROVAL,1087294,2023-05-09,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-23-016892,CPIX
APPROVAL,1006281,2023-05-10,"Protalix BioTherapeutics, Inc.  (PLX)",2836,0001558370-23-008953,PLX
APPROVAL,1358762,2023-05-10,REATA PHARMACEUTICALS INC,2834,0000950170-23-020053,
CRL,1326110,2023-05-11,"ImmunityBio, Inc.  (IBRX)",2836,0001326110-23-000063,IBRX
APPROVAL,1494650,2023-05-11,"OptiNose, Inc.  (OPTN)",2834,0001494650-23-000049,
APPROVAL,1610618,2023-05-11,"Cidara Therapeutics, Inc.  (CDTX)",2836,0001610618-23-000057,
APPROVAL,1682639,2023-05-11,"EYENOVIA, INC.  (EYEN)",2834,0001104659-23-059164,HYPD
APPROVAL,1600847,2023-05-15,Gamida Cell Ltd.,2836,0001213900-23-039795,
APPROVAL,1782107,2023-05-15,"Blue Water Biotech, Inc.  (ONCO)",2834,0001213900-23-039171,ONCO
APPROVAL,1087294,2023-05-16,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-23-018467,CPIX
APPROVAL,1711279,2023-05-19,"Krystal Biotech, Inc.  (KRYS)",2836,0001711279-23-000037,KRYS
APPROVAL,1597264,2023-05-22,Blueprint Medicines Corp  (BPMC),2834,0001104659-23-063202,
APPROVAL,1822791,2023-06-16,"Clene Inc.  (CLNN, CLNNW)",2834,0001437749-23-017739,CLNN
CRL,1341235,2023-06-21,"Aldeyra Therapeutics, Inc.  (ALDX)",2834,0001157523-23-001018,ALDX
CRL,1270073,2023-06-23,"INTERCEPT PHARMACEUTICALS, INC.",2834,0001104659-23-073909,
APPROVAL,1610820,2023-06-27,"BriaCell Therapeutics Corp.  (BCTX, BCTXW)",2834,0001493152-23-022575,BCTXZ
APPROVAL,911216,2023-07-11,PALATIN TECHNOLOGIES INC  (PTN),2834,0001654954-23-009002,PTN
APPROVAL,1782107,2023-07-17,"Blue Water Biotech, Inc.  (ONCO)",2834,0001213900-23-057242,ONCO
APPROVAL,1367644,2023-07-21,Emergent BioSolutions Inc.  (EBS),2834,0001367644-23-000135,EBS
APPROVAL,1730430,2023-07-25,"Kiniksa Pharmaceuticals, Ltd.  (KNSA)",2834,0001104659-23-083629,KNSA
CRL,1506251,2023-07-31,"Citius Pharmaceuticals, Inc.  (CTXR)",2834,0001213900-23-061292,CTXR
APPROVAL,1649904,2023-08-01,"RHYTHM PHARMACEUTICALS, INC.  (RYTM)",2834,0001104659-23-086034,RYTM
APPROVAL,1062822,2023-08-03,"LEXICON PHARMACEUTICALS, INC.  (LXRX)",2834,0001062822-23-000045,LXRX
APPROVAL,318154,2023-08-03,AMGEN INC  (AMGN),2836,0000318154-23-000049,AMGN
APPROVAL,1492426,2023-08-08,Horizon Therapeutics Public Ltd Co,2834,0001193125-23-205561,
APPROVAL,1494650,2023-08-10,"OptiNose, Inc.  (OPTN)",2834,0001494650-23-000077,
CRL,1563577,2023-08-10,"Galera Therapeutics, Inc.  (GRTX)",2834,0001193125-23-208137,
APPROVAL,1682639,2023-08-10,"EYENOVIA, INC.  (EYEN)",2834,0001104659-23-089813,HYPD
APPROVAL,1819790,2023-08-10,"Tarsus Pharmaceuticals, Inc.  (TARS)",2836,0001819790-23-000070,TARS
CRL,1671858,2023-09-20,"ARS Pharmaceuticals, Inc.  (SPRY)",2834,0001193125-23-237996,SPRY
APPROVAL,1228627,2023-09-27,"Ocuphire Pharma, Inc.  (OCUP)",2834,0001140361-23-045418,IRD
APPROVAL,1178879,2023-09-28,"AMICUS THERAPEUTICS, INC.  (FOLD)",2834,0001104659-23-104651,
APPROVAL,1710340,2023-10-04,"Eton Pharmaceuticals, Inc.  (ETON)",2834,0001437749-23-027596,ETON
CRL,1178670,2023-10-10,"ALNYLAM PHARMACEUTICALS, INC.  (ALNY)",2834,0001193125-23-253084,ALNY
APPROVAL,1946563,2023-10-12,"60 DEGREES PHARMACEUTICALS, INC.  (SXTP, SXTPW)",2834,0001013762-23-003541,SXTPW
APPROVAL,78003,2023-10-13,PFIZER INC  (PFE),2834,0000078003-23-000099,PFE
APPROVAL,1837607,2023-10-19,"AEON Biopharma, Inc.  (AEON)",2834,0001104659-23-110119,AEON
APPROVAL,911216,2023-10-19,PALATIN TECHNOLOGIES INC  (PTN),2834,0001654954-23-013131,PTN
APPROVAL,310158,2023-10-26,"Merck & Co., Inc.  (MRK)",2834,0001104659-23-111585,MRK
APPROVAL,1437402,2023-10-31,"ARDELYX, INC.  (ARDX)",2834,0001628280-23-035596,ARDX
APPROVAL,1802665,2023-10-31,"Harmony Biosciences Holdings, Inc.  (HRMY)",2834,0001558370-23-017058,HRMY
APPROVAL,1228627,2023-11-02,"Ocuphire Pharma, Inc.  (OCUP)",2834,0001140361-23-051009,IRD
APPROVAL,1759425,2023-11-02,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001157523-23-001631,MIRM
APPROVAL,1023024,2023-11-08,ANI PHARMACEUTICALS INC  (ANIP),2834,0001023024-23-000041,ANIP
APPROVAL,1369568,2023-11-08,"CATALYST PHARMACEUTICALS, INC.  (CPRX)",2834,0001193125-23-273563,
APPROVAL,886163,2023-11-08,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-23-000083,LGNZZ
APPROVAL,1401914,2023-11-09,"Dare Bioscience, Inc.  (DARE)",2834,0001493152-23-039997,DARE
APPROVAL,1494650,2023-11-09,"OptiNose, Inc.  (OPTN)",2834,0001494650-23-000094,
APPROVAL,1783183,2023-11-09,"Phathom Pharmaceuticals, Inc.  (PHAT)",2834,0001193125-23-274082,PHAT
APPROVAL,1819790,2023-11-09,"Tarsus Pharmaceuticals, Inc.  (TARS)",2836,0001819790-23-000081,TARS
APPROVAL,1858685,2023-11-09,"Biofrontera Inc.  (BFRI, BFRIW)",2834,0001493152-23-040113,BFRIW
APPROVAL,1228627,2023-11-13,"Ocuphire Pharma, Inc.  (OCUP)",2834,0001140361-23-052736,IRD
APPROVAL,1682639,2023-11-13,"EYENOVIA, INC.  (EYEN)",2834,0001104659-23-117228,HYPD
APPROVAL,886163,2023-11-13,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-23-000089,LGNZZ
APPROVAL,818033,2023-11-14,"HERON THERAPEUTICS, INC. /DE/  (HRTX)",2834,0000950170-23-063702,HRTX
APPROVAL,925741,2023-11-14,"BioCardia, Inc.  (BCDA)",2836,0001437749-23-031752,BCDA
APPROVAL,1023024,2023-11-15,ANI PHARMACEUTICALS INC  (ANIP),2834,0001023024-23-000045,ANIP
APPROVAL,1430306,2023-11-15,Tonix Pharmaceuticals Holding Corp.  (TNXP),2834,0001839882-23-030723,TNXP
APPROVAL,1410098,2023-11-16,CorMedix Inc.  (CRMD),2834,0001213900-23-087921,CRMD
CRL,1341235,2023-11-28,"Aldeyra Therapeutics, Inc.  (ALDX)",2834,0001193125-23-283679,ALDX
APPROVAL,1773427,2023-11-28,"SpringWorks Therapeutics, Inc.  (SWTX)",2836,0001104659-23-121461,
APPROVAL,1430306,2023-12-04,Tonix Pharmaceuticals Holding Corp.  (TNXP),2834,0001839882-23-032560,TNXP
APPROVAL,1347178,2023-12-07,Vanda Pharmaceuticals Inc.  (VNDA),2834,0001193125-23-290779,VNDA
APPROVAL,1368514,2023-12-12,"ADMA BIOLOGICS, INC.  (ADMA)",2836,0001140361-23-057341,ADMA
APPROVAL,1422142,2023-12-14,"Aadi Bioscience, Inc.  (AADI)",2834,0001193125-23-295566,WHWK
APPROVAL,1782107,2023-12-18,"Blue Water Biotech, Inc.  (ONCO)",2834,0001213900-23-096298,ONCO
APPROVAL,874015,2023-12-22,IONIS PHARMACEUTICALS INC  (IONS),2834,0001140361-23-058974,IONS
APPROVAL,1023024,2024-01-08,ANI PHARMACEUTICALS INC  (ANIP),2834,0001023024-24-000002,ANIP
APPROVAL,1368514,2024-01-08,"ADMA BIOLOGICS, INC.  (ADMA)",2836,0001140361-24-001198,ADMA
APPROVAL,1719714,2024-01-08,Mereo BioPharma Group plc  (MREO),2834,0001193125-24-003868,MREO
APPROVAL,886163,2024-01-08,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-24-000002,LGNZZ
APPROVAL,1609809,2024-01-10,"Seres Therapeutics, Inc.  (MCRB)",2834,0001193125-24-005614,MCRB
APPROVAL,897448,2024-01-10,AMARIN CORP PLC\UK  (AMRN),2834,0000950170-24-003511,AMRN
APPROVAL,818033,2024-01-11,"HERON THERAPEUTICS, INC. /DE/  (HRTX)",2834,0001193125-24-006600,HRTX
APPROVAL,818033,2024-01-24,"HERON THERAPEUTICS, INC. /DE/  (HRTX)",2834,0001193125-24-013587,HRTX
APPROVAL,1211583,2024-02-02,FENNEC PHARMACEUTICALS INC.  (FENC),2836,0001104659-24-009551,FENC
APPROVAL,1023024,2024-02-08,ANI PHARMACEUTICALS INC  (ANIP),2834,0001023024-24-000007,ANIP
APPROVAL,1274792,2024-02-13,MERRIMACK PHARMACEUTICALS INC,2834,0001193125-24-033761,
APPROVAL,1159036,2024-02-20,"HALOZYME THERAPEUTICS, INC.  (HALO)",2836,0001159036-24-000007,HALO
APPROVAL,1425205,2024-02-20,"IOVANCE BIOTHERAPEUTICS, INC.  (IOVA)",2836,0001104659-24-025082,IOVA
APPROVAL,1802665,2024-02-22,"Harmony Biosciences Holdings, Inc.  (HRMY)",2834,0001558370-24-001465,HRMY
APPROVAL,1434868,2024-02-27,"Esperion Therapeutics, Inc.  (ESPR)",2834,0001628280-24-007035,
CRL,1598646,2024-02-27,"Minerva Neurosciences, Inc.  (NERV)",2834,0001193125-24-047110,NERV
CRL,886163,2024-02-27,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-24-000005,LGNZZ
APPROVAL,1759425,2024-02-28,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-24-000005,MIRM
APPROVAL,1396814,2024-02-29,"Pacira BioSciences, Inc.  (PCRX)",2834,0001396814-24-000026,PCRX
APPROVAL,897448,2024-02-29,AMARIN CORP PLC\UK  (AMRN),2834,0000950170-24-022635,AMRN
APPROVAL,1034842,2024-03-05,RIGEL PHARMACEUTICALS INC  (RIGL),2834,0001104659-24-031010,RIGL
APPROVAL,1368514,2024-03-05,"ADMA BIOLOGICS, INC.  (ADMA)",2836,0001140361-24-011399,ADMA
APPROVAL,1609809,2024-03-05,"Seres Therapeutics, Inc.  (MCRB)",2834,0001193125-24-058584,MCRB
APPROVAL,1274792,2024-03-07,MERRIMACK PHARMACEUTICALS INC,2834,0001193125-24-062260,
CRL,1347178,2024-03-07,Vanda Pharmaceuticals Inc.  (VNDA),2834,0001193125-24-062241,VNDA
APPROVAL,1494650,2024-03-07,"OptiNose, Inc.  (OPTN)",2834,0001494650-24-000017,
APPROVAL,1228627,2024-03-08,"Ocuphire Pharma, Inc.  (OCUP)",2834,0001140361-24-012128,IRD
APPROVAL,818033,2024-03-12,"HERON THERAPEUTICS, INC. /DE/  (HRTX)",2834,0000950170-24-029926,HRTX
APPROVAL,1494650,2024-03-15,"OptiNose, Inc.  (OPTN)",2834,0001494650-24-000031,
APPROVAL,1651308,2024-03-15,"BeiGene, Ltd.  (BGNE, BEIGF)",2834,0001651308-24-000028,BEIGF
APPROVAL,1820190,2024-03-22,"Scilex Holding Co  (SCLX, SCLXW)",2836,0001193125-24-075429,SCLXW
APPROVAL,1517022,2024-03-28,"Akebia Therapeutics, Inc.  (AKBA)",2834,0001517022-24-000031,AKBA
APPROVAL,1347178,2024-04-03,Vanda Pharmaceuticals Inc.  (VNDA),2834,0001193125-24-086031,VNDA
CRL,1356576,2024-04-08,"SUPERNUS PHARMACEUTICALS, INC.  (SUPN)",2834,0001356576-24-000018,SUPN
APPROVAL,1567514,2024-04-16,"Intra-Cellular Therapies, Inc.  (ITCI)",2834,0001193125-24-097845,
APPROVAL,1800,2024-04-17,ABBOTT LABORATORIES  (ABT),2834,0001628280-24-016497,ABT
APPROVAL,1326110,2024-04-23,"ImmunityBio, Inc.  (IBRX)",2836,0001326110-24-000040,IBRX
APPROVAL,1845337,2024-04-24,"Day One Biopharmaceuticals, Inc.  (DAWN)",2834,0001193125-24-108544,
APPROVAL,1494650,2024-04-25,"OptiNose, Inc.  (OPTN)",2834,0001494650-24-000042,
APPROVAL,310158,2024-04-25,"Merck & Co., Inc.  (MRK)",2834,0001104659-24-051517,MRK
APPROVAL,1398733,2024-04-29,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-24-018802,AQST
APPROVAL,1501697,2024-04-29,"X4 Pharmaceuticals, Inc  (XFOR, XFOWW)",2836,0001628280-24-018793,XFOR
APPROVAL,1802665,2024-04-30,"Harmony Biosciences Holdings, Inc.  (HRMY)",2834,0001558370-24-006200,HRMY
APPROVAL,897448,2024-05-01,AMARIN CORP PLC\UK  (AMRN),2834,0000950170-24-050889,AMRN
APPROVAL,1600620,2024-05-02,Aurinia Pharmaceuticals Inc.  (AUPH),2834,0001600620-24-000049,AUPH
APPROVAL,1087294,2024-05-07,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-24-021185,CPIX
APPROVAL,1159036,2024-05-07,"HALOZYME THERAPEUTICS, INC.  (HALO)",2836,0001159036-24-000036,HALO
APPROVAL,1398733,2024-05-07,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-24-021110,AQST
APPROVAL,818033,2024-05-07,"HERON THERAPEUTICS, INC. /DE/  (HRTX)",2834,0000950170-24-053963,HRTX
CRL,1347178,2024-05-08,Vanda Pharmaceuticals Inc.  (VNDA),2834,0001628280-24-021658,VNDA
APPROVAL,1398733,2024-05-08,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-24-021310,AQST
APPROVAL,1651308,2024-05-08,"BeiGene, Ltd.  (BGNE, BEIGF)",2834,0001651308-24-000049,BEIGF
APPROVAL,1759425,2024-05-08,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-24-000017,MIRM
APPROVAL,818686,2024-05-08,"TEVA PHARMACEUTICAL INDUSTRIES LTD  (TEVA, TEVJF)",2834,0001193125-24-133759,TEVJF
APPROVAL,1517022,2024-05-09,"Akebia Therapeutics, Inc.  (AKBA)",2834,0001517022-24-000050,AKBA
APPROVAL,1494650,2024-05-14,"OptiNose, Inc.  (OPTN)",2834,0001494650-24-000068,
APPROVAL,1682639,2024-05-15,"EYENOVIA, INC.  (EYEN)",2834,0001104659-24-061954,HYPD
APPROVAL,1368514,2024-05-17,"ADMA BIOLOGICS, INC.  (ADMA)",2836,0001140361-24-026601,ADMA
APPROVAL,1526119,2024-05-24,"Verastem, Inc.  (VSTM)",2834,0001104659-24-064919,VSTM
APPROVAL,818033,2024-05-29,"HERON THERAPEUTICS, INC. /DE/  (HRTX)",2834,0000950170-24-065636,HRTX
APPROVAL,1369568,2024-05-30,"CATALYST PHARMACEUTICALS, INC.  (CPRX)",2834,0001193125-24-150433,
APPROVAL,1398733,2024-06-07,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-24-027167,AQST
APPROVAL,886744,2024-06-07,"GERON CORP  (GERN, GERNW)",2834,0000950170-24-070574,GERN
APPROVAL,886163,2024-06-18,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-24-000047,LGNZZ
APPROVAL,1820190,2024-07-02,"Scilex Holding Co  (SCLX, SCLXW)",2836,0000950170-24-080768,SCLXW
APPROVAL,1783183,2024-07-18,"Phathom Pharmaceuticals, Inc.  (PHAT)",2834,0001193125-24-180750,PHAT
APPROVAL,1001233,2024-07-24,"SANGAMO THERAPEUTICS, INC  (SGMO)",2836,0001628280-24-032815,SGMOQ
CRL,1551152,2024-07-25,AbbVie Inc.  (ABBV),2834,0001551152-24-000026,ABBV
APPROVAL,310158,2024-07-30,"Merck & Co., Inc.  (MRK)",2834,0001104659-24-083722,MRK
APPROVAL,818686,2024-07-31,"TEVA PHARMACEUTICAL INDUSTRIES LTD  (TEVA, TEVJF)",2834,0001171843-24-004270,TEVJF
APPROVAL,897448,2024-07-31,AMARIN CORP PLC\UK  (AMRN),2834,0000950170-24-088234,AMRN
APPROVAL,1398733,2024-08-06,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-24-035223,AQST
APPROVAL,1802665,2024-08-06,"Harmony Biosciences Holdings, Inc.  (HRMY)",2834,0001558370-24-010960,HRMY
APPROVAL,886163,2024-08-06,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-24-000067,LGNZZ
APPROVAL,1759425,2024-08-07,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-24-000029,MIRM
APPROVAL,1506251,2024-08-08,"Citius Pharmaceuticals, Inc.  (CTXR)",2834,0001213900-24-066357,CTXR
APPROVAL,1723128,2024-08-09,"Amneal Pharmaceuticals, Inc.  (AMRX)",2834,0001723128-24-000030,AMRX
APPROVAL,1506251,2024-08-12,"Citius Pharmaceuticals, Inc.  (CTXR)",2834,0001213900-24-067778,CTXR
APPROVAL,1604950,2024-08-14,scPharmaceuticals Inc.  (SCPH),2834,0001193125-24-200606,
APPROVAL,1787306,2024-08-14,"Arcutis Biotherapeutics, Inc.  (ARQT)",2834,0001787306-24-000122,ARQT
APPROVAL,887359,2024-08-15,Vericel Corp  (VCEL),2836,0001140361-24-037511,VCEL
APPROVAL,925741,2024-08-21,"BioCardia, Inc.  (BCDA)",2836,0001437749-24-027428,BCDA
APPROVAL,887359,2024-08-26,Vericel Corp  (VCEL),2836,0001140361-24-038472,VCEL
APPROVAL,1724521,2024-08-27,"Arcus Biosciences, Inc.  (RCUS)",2834,0001724521-24-000144,RCUS
APPROVAL,1367644,2024-08-30,Emergent BioSolutions Inc.  (EBS),2834,0001367644-24-000155,EBS
APPROVAL,1506251,2024-09-05,"Citius Pharmaceuticals, Inc.  (CTXR)",2834,0001213900-24-076108,CTXR
APPROVAL,1851484,2024-09-05,"CITIUS ONCOLOGY, INC.  (CTOR)",2834,0001213900-24-076111,CTOR
APPROVAL,1398733,2024-09-09,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-24-039783,AQST
APPROVAL,1635088,2024-09-18,Roivant Sciences Ltd.  (ROIV),2834,0001140361-24-041344,ROIV
APPROVAL,1434647,2024-09-20,"ZEVRA THERAPEUTICS, INC.  (ZVRA)",2834,0001437749-24-029747,ZVRA
APPROVAL,1398733,2024-09-27,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-24-041432,AQST
APPROVAL,1802665,2024-10-01,"Harmony Biosciences Holdings, Inc.  (HRMY)",2834,0001558370-24-013103,HRMY
APPROVAL,1858685,2024-10-07,"Biofrontera Inc.  (BFRI, BFRIW)",2834,0001493152-24-039652,BFRIW
APPROVAL,1012477,2024-10-17,AVADEL PHARMACEUTICALS PLC  (AVDL),2834,0001104659-24-109428,
APPROVAL,1526119,2024-10-17,"Verastem, Inc.  (VSTM)",2834,0001104659-24-109439,VSTM
APPROVAL,1659617,2024-10-17,"Moleculin Biotech, Inc.  (MBRX)",2834,0001437749-24-031430,MBRX
APPROVAL,1659323,2024-10-25,Iterum Therapeutics plc  (ITRM),2834,0000950170-24-117270,
APPROVAL,1635088,2024-10-28,Roivant Sciences Ltd.  (ROIV),2834,0001140361-24-044434,ROIV
APPROVAL,1802665,2024-10-29,"Harmony Biosciences Holdings, Inc.  (HRMY)",2834,0001558370-24-013802,HRMY
APPROVAL,897448,2024-10-30,AMARIN CORP PLC\UK  (AMRN),2834,0000950170-24-118988,AMRN
APPROVAL,1867066,2024-11-04,Journey Medical Corp  (DERM),2834,0001104659-24-113659,DERM
APPROVAL,1398733,2024-11-06,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-24-045687,AQST
APPROVAL,886744,2024-11-07,"GERON CORP  (GERN, GERNW)",2834,0000950170-24-122771,GERN
APPROVAL,887359,2024-11-07,Vericel Corp  (VCEL),2836,0001628280-24-045997,VCEL
APPROVAL,1816736,2024-11-08,"Disc Medicine, Inc.  (IRON)",2834,0000950170-24-123718,IRON
APPROVAL,1012477,2024-11-12,AVADEL PHARMACEUTICALS PLC  (AVDL),2834,0001104659-24-116323,
APPROVAL,1759425,2024-11-12,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-24-000037,MIRM
APPROVAL,925741,2024-11-13,"BioCardia, Inc.  (BCDA)",2836,0001437749-24-034906,BCDA
APPROVAL,1395937,2024-11-18,Syndax Pharmaceuticals Inc  (SNDX),2834,0000950170-24-127708,SNDX
APPROVAL,1434647,2024-11-22,"ZEVRA THERAPEUTICS, INC.  (ZVRA)",2834,0001437749-24-035988,ZVRA
APPROVAL,1512762,2024-12-03,"Coherus BioSciences, Inc.  (CHRS)",2836,0001104659-24-124881,CHRS
APPROVAL,1087294,2024-12-09,CUMBERLAND PHARMACEUTICALS INC  (CPIX),2834,0001628280-24-050499,CPIX
APPROVAL,1053691,2024-12-10,CervoMed Inc.  (CRVO),2834,0001437749-24-037053,CRVO
APPROVAL,1326110,2024-12-10,"ImmunityBio, Inc.  (IBRX)",2836,0001193125-24-274438,IBRX
APPROVAL,1651407,2024-12-16,"Checkpoint Therapeutics, Inc.  (CKPT)",2834,0001104659-24-128665,
APPROVAL,874015,2024-12-20,IONIS PHARMACEUTICALS INC  (IONS),2834,0001140361-24-050057,IONS
APPROVAL,914475,2024-12-20,NEUROCRINE BIOSCIENCES INC  (NBIX),2836,0000914475-24-000229,NBIX
APPROVAL,1851484,2025-01-06,"CITIUS ONCOLOGY, INC.  (CTOR)",2834,0001213900-25-000953,CTOR
APPROVAL,1649904,2025-01-10,"RHYTHM PHARMACEUTICALS, INC.  (RYTM)",2834,0001558370-25-000093,RYTM
APPROVAL,1398733,2025-01-13,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-25-001229,AQST
APPROVAL,1759425,2025-01-13,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-25-000003,MIRM
CRL,1604464,2025-01-16,"Atara Biotherapeutics, Inc.  (ATRA)",2836,0000950170-25-006191,ATRA
APPROVAL,1356576,2025-01-27,"SUPERNUS PHARMACEUTICALS, INC.  (SUPN)",2834,0001356576-25-000002,SUPN
APPROVAL,818686,2025-01-29,"TEVA PHARMACEUTICAL INDUSTRIES LTD  (TEVA, TEVJF)",2834,0001171843-25-000493,TEVJF
APPROVAL,1579428,2025-01-31,"Axsome Therapeutics, Inc.  (AXSM)",2834,0000950170-25-011220,AXSM
APPROVAL,1506251,2025-02-06,"Citius Pharmaceuticals, Inc.  (CTXR)",2834,0001213900-25-010747,CTXR
APPROVAL,1851484,2025-02-06,"CITIUS ONCOLOGY, INC.  (CTOR)",2834,0001213900-25-010748,CTOR
APPROVAL,875320,2025-02-10,VERTEX PHARMACEUTICALS INC / MA  (VRTX),2834,0000875320-25-000029,VRTX
APPROVAL,1773427,2025-02-12,"SpringWorks Therapeutics, Inc.  (SWTX)",2836,0001104659-25-011644,
APPROVAL,1356576,2025-02-25,"SUPERNUS PHARMACEUTICALS, INC.  (SUPN)",2834,0001356576-25-000015,SUPN
APPROVAL,1157601,2025-02-26,"MADRIGAL PHARMACEUTICALS, INC.  (MDGL)",2834,0001193125-25-035787,MDGL
APPROVAL,1649904,2025-02-26,"RHYTHM PHARMACEUTICALS, INC.  (RYTM)",2834,0001558370-25-001553,RYTM
APPROVAL,1759425,2025-02-26,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-25-000012,MIRM
APPROVAL,1396814,2025-02-27,"Pacira BioSciences, Inc.  (PCRX)",2834,0001396814-25-000039,PCRX
APPROVAL,1398733,2025-03-05,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-25-010422,AQST
APPROVAL,1398733,2025-03-10,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001628280-25-011465,AQST
APPROVAL,1069530,2025-03-11,CASSAVA SCIENCES INC  (SAVA),2834,0001437749-25-007019,FLNA
APPROVAL,897448,2025-03-12,AMARIN CORP PLC\UK  (AMRN),2834,0000950170-25-037618,AMRN
APPROVAL,1023024,2025-03-14,ANI PHARMACEUTICALS INC  (ANIP),2834,0001023024-25-000021,ANIP
APPROVAL,791908,2025-03-17,"XOMA Royalty Corp  (XOMA, XOMAO, XOMAP)",2834,0001193125-25-055666,
APPROVAL,1754068,2025-03-18,"Kalaris Therapeutics, Inc.  (ALVR)",2836,0001193125-25-056725,KLRS
APPROVAL,1730463,2025-03-20,Autolus Therapeutics plc  (AUTL),2836,0001730463-25-000010,AUTL
APPROVAL,1382574,2025-03-21,"Scienture Holdings, Inc.  (SCNX)",2834,0001493152-25-011152,SCNX
CRL,1341235,2025-04-03,"Aldeyra Therapeutics, Inc.  (ALDX)",2834,0001193125-25-072424,ALDX
APPROVAL,1782107,2025-04-08,"Onconetix, Inc.  (ONCO)",2834,0001213900-25-029639,ONCO
APPROVAL,318306,2025-04-29,ABEONA THERAPEUTICS INC.  (ABEO),2834,0001641172-25-006548,ABEO
APPROVAL,1759425,2025-05-07,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-25-000030,MIRM
APPROVAL,818686,2025-05-07,"TEVA PHARMACEUTICAL INDUSTRIES LTD  (TEVA, TEVJF)",2834,0001171843-25-002849,TEVJF
APPROVAL,897448,2025-05-07,AMARIN CORP PLC\UK  (AMRN),2834,0000950170-25-064980,AMRN
